Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay
6/11/2024 8:04,Truck_4,-63.2064,30.0818,118,Delayed,21.8,52.1,Clear,19,421,8,Mechanical Failure,99.1,284,1
7/3/2024 15:08,Truck_4,83.2858,-66.1069,179,Delayed,25,71.1,Detour,60,325,1,Weather,66.8,226,1
2/5/2024 0:41,Truck_6,-23.2424,18.6206,119,Delivered,25.9,77.7,Clear,38,189,7,Weather,79.3,149,0
3/12/2024 3:54,Truck_5,-89.0793,130.3362,221,Delayed,22.8,76.1,Detour,35,233,4,None,61.5,281,1
11/17/2024 6:38,Truck_7,-11.2908,-105.2515,261,Delayed,24.5,74.2,Detour,36,201,10,Mechanical Failure,67,226,1
7/30/2024 10:23,Truck_5,0.3773,-13.6838,226,Delivered,25.4,73.7,Detour,46,138,8,Traffic,75.5,298,0
12/7/2024 16:11,Truck_10,-7.77,163.5958,226,In Transit,21.1,56.1,Heavy,50,160,5,None,77.3,174,1
3/15/2024 17:54,Truck_7,-80.1222,-56.1497,415,In Transit,25.3,54.4,Heavy,53,345,2,Mechanical Failure,87.4,181,1
10/15/2024 6:49,Truck_3,-84.8041,57.168,422,Delivered,29.7,68.3,Heavy,45,246,1,Weather,85.6,136,1
8/27/2024 6:52,Truck_8,-13.1475,-1.0702,413,Delayed,23.4,67.1,Heavy,32,325,3,Mechanical Failure,93.3,109,1
8/2/2024 2:01,Truck_1,-87.5547,113.4629,269,In Transit,25.2,57.7,Detour,20,247,2,Weather,60.9,177,0
11/27/2024 18:48,Truck_4,72.9066,36.1965,489,Delivered,25.7,50.1,Heavy,51,204,1,Weather,65.1,184,1
12/3/2024 5:26,Truck_6,16.1951,-119.4492,426,In Transit,28.8,56.2,Clear,30,145,3,Traffic,81.2,220,0
2/5/2024 3:19,Truck_5,28.3461,-1.5547,457,Delivered,27.9,78.6,Heavy,18,461,6,Weather,69.1,137,1
12/19/2024 22:58,Truck_1,-35.5663,47.4028,270,Delivered,21.7,53.6,Clear,15,499,8,Mechanical Failure,94.9,111,0
11/23/2024 8:44,Truck_7,-33.246,106.3248,267,In Transit,29.8,79.8,Heavy,55,282,5,None,90.5,173,1
4/30/2024 14:49,Truck_5,10.2059,98.618,381,Delivered,24.4,50.1,Heavy,54,243,6,None,61.5,278,1
6/7/2024 6:45,Truck_3,-6.2311,173.6264,402,Delivered,27,74.2,Heavy,17,155,10,Traffic,73.4,281,1
11/24/2024 4:49,Truck_4,-78.1094,-52.5435,331,Delivered,20.4,66.1,Heavy,25,261,6,Mechanical Failure,77.7,264,1
7/29/2024 0:56,Truck_5,-70.3645,-128.8622,167,Delivered,25.6,62.5,Detour,40,246,9,Traffic,63.8,126,0
6/1/2024 20:00,Truck_4,18.1183,116.4939,187,Delayed,23.3,71.7,Heavy,10,209,10,Traffic,97.2,151,1
7/18/2024 12:19,Truck_10,20.2969,124.1885,298,In Transit,18.6,74.4,Detour,41,248,1,None,86.3,283,0
12/16/2024 11:48,Truck_6,-27.7387,19.6189,331,Delayed,21.4,62.9,Detour,46,235,8,Mechanical Failure,62.6,298,1
4/15/2024 22:37,Truck_2,-31.1328,175.8453,180,Delivered,27.2,52.9,Clear,29,390,8,Mechanical Failure,68.4,110,0
4/5/2024 10:29,Truck_10,24.8353,-83.7173,282,In Transit,19.4,71.9,Clear,43,464,10,Traffic,90,107,0
12/20/2024 12:26,Truck_4,-32.724,82.9577,363,Delayed,27,70.9,Detour,52,482,6,Weather,62.9,248,1
7/2/2024 3:07,Truck_3,72.122,89.9728,212,Delivered,25.9,68,Heavy,32,312,6,Mechanical Failure,87.6,296,1
1/28/2024 4:43,Truck_1,-7.636,51.0615,317,In Transit,23.9,69.5,Clear,59,447,1,Weather,97.1,294,0
1/14/2024 20:39,Truck_2,-24.0118,111.4726,240,Delivered,18.8,63.9,Detour,23,462,1,None,61.2,276,0
8/6/2024 11:35,Truck_10,77.0042,-12.2919,427,Delayed,20.3,57.3,Heavy,18,341,3,Weather,85.7,189,1
12/8/2024 1:10,Truck_10,-38.6867,-19.9939,144,Delayed,18.2,53.1,Clear,16,106,5,Weather,69.4,214,1
2/27/2024 1:51,Truck_8,41.375,77.2949,280,In Transit,25.5,74.2,Clear,46,447,2,Traffic,65.3,236,0
2/14/2024 21:28,Truck_2,-68.4651,179.4433,182,Delayed,20.3,59.8,Detour,30,288,7,None,83.3,107,1
3/21/2024 11:48,Truck_3,-13.0063,0.5345,439,Delayed,21.5,72.8,Heavy,30,101,10,Mechanical Failure,90.4,114,1
10/16/2024 22:56,Truck_2,41.3066,161.1462,174,Delayed,27.2,77.9,Heavy,39,173,5,Mechanical Failure,91.1,262,1
2/21/2024 23:20,Truck_6,-23.1011,-54.5176,186,Delayed,24,67.3,Detour,44,352,9,None,85.7,262,1
9/24/2024 22:17,Truck_10,-17.6088,-41.4304,109,Delivered,26.9,75.3,Detour,26,314,7,None,93.3,176,0
3/30/2024 10:22,Truck_4,-72.4492,131.8524,483,In Transit,21.9,71.9,Detour,59,226,10,Mechanical Failure,69.2,152,0
12/15/2024 7:37,Truck_2,27.3601,-105.0457,100,Delayed,27.5,68.6,Clear,49,464,3,None,61.7,149,1
3/26/2024 22:29,Truck_1,-86.5291,-36.5789,128,Delivered,28.9,63.7,Clear,56,140,1,Weather,72.8,127,0
5/9/2024 18:49,Truck_10,10.2078,36.857,100,In Transit,21.9,72.1,Detour,22,413,1,Weather,67.5,145,0
11/19/2024 9:57,Truck_6,-42.6759,-7.9818,468,Delayed,28.6,65.1,Heavy,45,419,8,None,76.1,119,1
11/26/2024 17:09,Truck_8,36.2494,143.1951,243,In Transit,27.7,74.8,Detour,28,311,9,None,97.5,272,0
4/20/2024 9:54,Truck_2,28.9964,151.6114,134,Delayed,29.2,55.5,Detour,34,189,1,Weather,87.8,270,1
6/5/2024 19:19,Truck_3,-22.1005,-38.8449,484,Delivered,29.1,54.7,Detour,48,320,7,Weather,84.6,118,0
7/8/2024 4:26,Truck_6,47.2803,32.1356,300,Delivered,22.4,54.3,Heavy,23,323,5,Weather,65.5,230,1
4/1/2024 3:56,Truck_10,-25.4692,-70.7603,396,Delivered,21.9,67.4,Detour,24,238,3,Weather,60.4,117,0
2/11/2024 4:52,Truck_4,20.1451,158.7402,135,Delivered,26.8,79.1,Detour,57,173,7,Mechanical Failure,81.3,115,0
8/23/2024 0:05,Truck_8,-29.2726,149.6329,236,Delivered,21.9,51.9,Detour,21,233,6,Mechanical Failure,72,115,0
11/4/2024 0:29,Truck_1,-82.3942,179.9237,294,Delivered,27.6,79.7,Heavy,24,181,5,Weather,88.2,191,1
5/4/2024 19:24,Truck_4,37.3932,53.447,209,Delayed,29.4,57.8,Detour,34,319,4,Mechanical Failure,85,208,1
11/13/2024 4:19,Truck_4,-3.4094,-85.8774,378,Delayed,28.2,70.2,Clear,60,490,9,Traffic,66.8,166,1
2/13/2024 19:17,Truck_1,-60.2782,-7.5464,355,Delayed,22.5,74,Clear,20,321,3,Weather,90.6,252,1
6/28/2024 7:17,Truck_9,-1.8123,-156.207,474,Delayed,29.2,66.1,Heavy,26,318,5,Weather,96.2,110,1
12/15/2024 22:06,Truck_6,45.553,20.9015,218,Delivered,19.5,67.9,Detour,27,257,10,Mechanical Failure,62.2,150,0
6/30/2024 14:22,Truck_2,-28.382,-47.8231,357,In Transit,29.3,73.2,Clear,22,229,7,Mechanical Failure,94.3,131,0
12/5/2024 16:36,Truck_5,-71.0852,-12.9187,255,Delayed,27.4,59.6,Clear,20,497,3,Traffic,98.4,277,1
6/13/2024 13:04,Truck_2,-35.6424,-106.7595,415,Delayed,22.2,65.8,Heavy,18,287,2,Traffic,61.1,256,1
3/17/2024 8:20,Truck_9,-81.622,-152.0754,353,Delivered,29.5,76.8,Heavy,41,421,8,None,97.7,212,1
9/21/2024 3:09,Truck_8,-22.9111,-154.3594,260,In Transit,23.8,58.4,Clear,49,266,7,Mechanical Failure,77.8,131,0
2/20/2024 20:52,Truck_4,-68.7937,-164.3866,447,Delivered,21.1,75.6,Heavy,51,315,1,Mechanical Failure,64.7,186,1
11/19/2024 18:03,Truck_5,-25.5794,132.2662,483,Delayed,26.6,50,Clear,51,466,6,Mechanical Failure,87.9,272,1
11/7/2024 16:16,Truck_10,49.0465,41.3428,363,Delivered,28.6,75.2,Heavy,19,358,1,Weather,77.4,272,1
2/18/2024 14:10,Truck_8,-81.6677,-40.8327,313,Delayed,20.5,79.3,Detour,49,229,7,None,98.5,126,1
3/3/2024 0:53,Truck_10,-69.6887,-34.4563,289,Delivered,19.3,68.6,Clear,33,149,4,None,74.3,220,0
6/2/2024 9:09,Truck_4,-49.1811,-94.1515,171,Delivered,21.3,66.1,Clear,57,125,8,None,98.9,249,0
1/25/2024 12:09,Truck_6,12.8172,76.1408,401,In Transit,25.7,71.4,Clear,30,494,4,Weather,81.1,175,0
10/4/2024 16:19,Truck_9,20.1146,19.7583,376,Delivered,25.1,54.1,Clear,55,305,5,Mechanical Failure,83.2,158,0
11/2/2024 12:07,Truck_3,84.1317,-144.784,371,Delayed,26.2,58.5,Heavy,46,168,10,Traffic,69.5,162,1
4/22/2024 1:56,Truck_4,-53.9329,30.3236,496,In Transit,23.4,71.6,Clear,15,451,3,Weather,76.3,235,0
4/15/2024 22:28,Truck_2,31.8571,-83.1698,149,In Transit,20.9,68.1,Detour,39,274,9,Traffic,71.8,138,0
1/19/2024 14:28,Truck_6,67.7302,-70.1861,166,In Transit,29.4,59.5,Heavy,40,210,4,Traffic,82.9,246,1
9/22/2024 12:19,Truck_9,73.3723,93.2464,369,Delayed,28,52.3,Detour,35,481,5,Mechanical Failure,73.4,179,1
11/1/2024 23:47,Truck_5,68.2361,-85.9216,409,In Transit,22,68.1,Clear,18,423,10,Weather,62.8,282,0
5/13/2024 14:10,Truck_8,40.5478,147.0261,494,Delayed,19.2,58.4,Clear,52,231,10,Weather,89.5,201,1
2/17/2024 7:36,Truck_6,-36.4299,58.0595,238,Delayed,23.8,79.4,Detour,33,416,5,Weather,88.2,102,1
11/23/2024 19:33,Truck_8,83.2003,-119.0412,422,In Transit,19.2,54.5,Clear,18,437,3,None,73.5,103,0
9/23/2024 10:32,Truck_9,74.5816,-19.6986,132,In Transit,28.2,57.2,Clear,23,401,6,None,93.6,154,0
8/25/2024 22:32,Truck_1,-64.7094,137.791,189,Delayed,25.2,70,Clear,10,360,6,Mechanical Failure,81.9,191,1
9/27/2024 6:23,Truck_1,-59.602,62.712,255,Delivered,28.5,72.2,Clear,60,419,2,Traffic,68.4,246,0
5/9/2024 4:02,Truck_7,-68.3712,-65.9802,107,Delayed,21.9,74.1,Heavy,51,413,1,Weather,84.9,257,1
5/27/2024 10:59,Truck_6,3.8431,91.0078,274,Delayed,19.3,51.4,Heavy,57,279,10,None,75.3,127,1
2/23/2024 18:39,Truck_4,76.3946,105.7941,206,Delayed,21.9,68.6,Heavy,42,100,7,Traffic,63.3,116,1
7/28/2024 22:29,Truck_5,-46.1871,9.4679,270,In Transit,26.7,72.2,Heavy,35,107,10,Traffic,90.8,158,1
3/5/2024 10:30,Truck_10,-10.8849,86.0812,277,In Transit,23.7,72.1,Clear,12,195,5,Traffic,64.5,130,0
1/6/2024 21:16,Truck_4,-67.7619,176.4012,454,Delayed,21,77.3,Clear,15,112,10,Weather,73.2,237,1
9/14/2024 16:45,Truck_2,-22.1101,-65.135,197,In Transit,27.3,71.3,Detour,24,460,9,None,64.7,162,0
11/3/2024 23:16,Truck_5,75.1113,-136.48,182,Delivered,19.7,72.3,Clear,50,428,3,None,63.3,280,0
3/19/2024 21:36,Truck_6,-69.343,131.9033,171,Delivered,25.1,76.5,Heavy,55,309,3,Traffic,94.6,112,1
2/1/2024 18:55,Truck_3,35.6522,-84.7025,159,Delivered,26.9,69.5,Clear,32,272,7,None,69.7,278,0
